PLAYER	TEAM	MATCH UP	GAME DATE	W/L	MIN	PTS	FGM	FGA	3PM	3PA	FTM	FTA	REB	AST	STL	BLK	+/-
Andrew Wiggins	MIN	MIN vs. MEM	12/01/2019	L	35	18	6	17	1	6	5	5	6	7	1	2	3
Tyler Herro	MIA	MIA @ BKN	12/01/2019	W	21	4	2	6	0	1	0	0	1	0	0	0	-2
Meyers Leonard	MIA	MIA @ BKN	12/01/2019	W	19	9	3	5	3	5	0	0	6	1	1	0	-2
Kendrick Nunn	MIA	MIA @ BKN	12/01/2019	W	25	11	5	15	1	7	0	0	1	3	0	0	-4
Kelly Olynyk	MIA	MIA @ BKN	12/01/2019	W	6	0	0	1	0	1	0	0	0	0	0	0	-9
Justise Winslow	MIA	MIA @ BKN	12/01/2019	W	30	10	3	12	1	6	3	4	5	3	0	0	8
Jimmy Butler	MIA	MIA @ BKN	12/01/2019	W	35	20	5	17	1	5	9	10	7	2	1	1	5
Goran Dragic	MIA	MIA @ BKN	12/01/2019	W	31	24	9	18	3	6	3	4	2	6	0	0	0
Duncan Robinson	MIA	MIA @ BKN	12/01/2019	W	33	10	3	6	3	6	1	1	10	0	0	0	14
Derrick Jones Jr.	MIA	MIA @ BKN	12/01/2019	W	0	0	0	0	0	0	0	0	0	0	0	0	0
Chris Silva	MIA	MIA @ BKN	12/01/2019	W	7	4	1	1	0	0	2	2	3	0	0	0	3
Bam Adebayo	MIA	MIA @ BKN	12/01/2019	W	33	17	6	14	0	0	5	7	16	1	1	1	2
Tyus Jones	MEM	MEM @ MIN	12/01/2019	W	25	12	5	9	1	2	1	2	4	7	1	1	3
Solomon Hill	MEM	MEM @ MIN	12/01/2019	W	26	11	4	10	2	5	1	2	5	1	1	0	22
Marko Guduric	MEM	MEM @ MIN	12/01/2019	W	13	8	3	6	1	2	1	1	1	2	0	0	0
Jaren Jackson Jr.	MEM	MEM @ MIN	12/01/2019	W	19	12	5	10	2	6	0	0	2	1	0	1	5
Jae Crowder	MEM	MEM @ MIN	12/01/2019	W	33	12	4	11	2	6	2	3	10	3	0	0	8
Grayson Allen	MEM	MEM @ MIN	12/01/2019	W	30	13	4	9	3	6	2	2	5	0	1	0	18
Dillon Brooks	MEM	MEM @ MIN	12/01/2019	W	32	26	9	18	4	5	4	4	2	3	0	0	-14
De'Anthony Melton	MEM	MEM @ MIN	12/01/2019	W	23	9	2	10	1	4	4	4	7	8	2	1	5
Bruno Caboclo	MEM	MEM @ MIN	12/01/2019	W	29	12	5	14	0	3	2	3	13	1	3	0	3
Brandon Clarke	MEM	MEM @ MIN	12/01/2019	W	10	0	0	3	0	1	0	0	1	1	0	0	-10
Troy Daniels	LAL	LAL vs. DAL	12/01/2019	L	17	5	2	4	1	2	0	0	1	0	0	0	-4
Rajon Rondo	LAL	LAL vs. DAL	12/01/2019	L	18	4	2	3	0	0	0	0	1	7	0	0	-18
Quinn Cook	LAL	LAL vs. DAL	12/01/2019	L	3	2	0	1	0	1	2	2	0	0	0	0	5
LeBron James	LAL	LAL vs. DAL	12/01/2019	L	36	25	11	20	0	5	3	3	9	8	4	0	-16
Kyle Kuzma	LAL	LAL vs. DAL	12/01/2019	L	21	4	1	8	0	5	2	3	1	1	0	0	-15
Kentavious Caldwell-Pope	LAL	LAL vs. DAL	12/01/2019	L	24	7	3	7	1	2	0	0	3	2	1	0	-11
Jared Dudley	LAL	LAL vs. DAL	12/01/2019	L	3	0	0	0	0	0	0	0	1	1	1	0	5
JaVale McGee	LAL	LAL vs. DAL	12/01/2019	L	16	4	2	5	0	0	0	0	10	0	1	1	-4
Dwight Howard	LAL	LAL vs. DAL	12/01/2019	L	12	4	2	3	0	0	0	2	3	2	0	0	-8
Danny Green	LAL	LAL vs. DAL	12/01/2019	L	28	8	3	10	2	8	0	0	2	1	1	0	-4
Anthony Davis	LAL	LAL vs. DAL	12/01/2019	L	36	27	10	21	1	2	6	6	10	2	1	2	-7
Alex Caruso	LAL	LAL vs. DAL	12/01/2019	L	25	10	4	5	2	2	0	0	4	1	0	0	7
Terance Mann	LAC	LAC vs. WAS	12/01/2019	W	15	7	3	4	0	0	1	1	3	0	1	1	2
Paul George	LAC	LAC vs. WAS	12/01/2019	W	30	31	10	21	4	10	7	7	8	1	0	1	15
Patrick Patterson	LAC	LAC vs. WAS	12/01/2019	W	14	6	2	4	2	4	0	0	2	1	0	0	9
Patrick Beverley	LAC	LAC vs. WAS	12/01/2019	W	24	3	1	3	1	2	0	0	6	2	3	0	5
Montrezl Harrell	LAC	LAC vs. WAS	12/01/2019	W	27	23	9	15	0	2	5	9	15	1	1	1	30
Mfiondu Kabengele	LAC	LAC vs. WAS	12/01/2019	W	5	0	0	3	0	0	0	0	0	0	0	0	-6
Maurice Harkless	LAC	LAC vs. WAS	12/01/2019	W	24	7	3	4	1	2	0	2	2	1	0	1	3
Lou Williams	LAC	LAC vs. WAS	12/01/2019	W	23	22	6	10	2	3	8	9	1	8	0	0	22
Kawhi Leonard	LAC	LAC vs. WAS	12/01/2019	W	26	34	14	21	2	5	4	4	6	3	1	0	24
Jerome Robinson	LAC	LAC vs. WAS	12/01/2019	W	20	8	2	4	1	2	3	4	3	3	1	1	8
JaMychal Green	LAC	LAC vs. WAS	12/01/2019	W	10	5	1	3	1	2	2	2	2	0	1	0	18
Ivica Zubac	LAC	LAC vs. WAS	12/01/2019	W	16	2	0	1	0	0	2	2	4	1	0	0	1
Derrick Walton Jr.	LAC	LAC vs. WAS	12/01/2019	W	6	2	1	1	0	0	0	0	0	1	0	0	-6
Willie Cauley-Stein	GSW	GSW @ ORL	12/01/2019	L	24	11	5	10	0	0	1	2	12	3	1	1	-11
Omari Spellman	GSW	GSW @ ORL	12/01/2019	L	17	7	3	7	0	2	1	1	7	0	0	0	2
Marquese Chriss	GSW	GSW @ ORL	12/01/2019	L	23	3	0	2	0	1	3	4	6	1	0	2	8
Ky Bowman	GSW	GSW @ ORL	12/01/2019	L	29	12	4	12	1	3	3	3	3	4	0	0	-7
Jordan Poole	GSW	GSW @ ORL	12/01/2019	L	16	1	0	8	0	4	1	2	0	0	0	1	0
Glenn Robinson III	GSW	GSW @ ORL	12/01/2019	L	37	19	8	16	3	6	0	0	3	1	0	1	0
Eric Paschall	GSW	GSW @ ORL	12/01/2019	L	35	17	6	14	0	1	5	6	6	2	0	0	-2
Draymond Green	GSW	GSW @ ORL	12/01/2019	L	23	11	4	6	1	1	2	2	4	7	2	0	-1
Alec Burks	GSW	GSW @ ORL	12/01/2019	L	36	15	6	16	1	5	2	3	5	3	3	0	-9
Tony Snell	DET	DET vs. SAS	12/01/2019	W	17	5	2	5	1	3	0	0	1	1	0	0	6
Tim Frazier	DET	DET vs. SAS	12/01/2019	W	5	0	0	1	0	0	0	0	1	3	0	0	8
Thon Maker	DET	DET vs. SAS	12/01/2019	W	5	2	1	1	0	0	0	0	0	0	0	0	8
Svi Mykhailiuk	DET	DET vs. SAS	12/01/2019	W	23	13	5	6	2	3	1	2	2	0	0	0	30
Sekou Doumbouya	DET	DET vs. SAS	12/01/2019	W	3	4	2	2	0	0	0	1	0	0	0	0	6
Markieff Morris	DET	DET vs. SAS	12/01/2019	W	21	10	4	6	2	4	0	0	4	2	0	0	22
Luke Kennard	DET	DET vs. SAS	12/01/2019	W	31	20	8	12	4	6	0	0	4	3	0	0	9
Langston Galloway	DET	DET vs. SAS	12/01/2019	W	21	8	3	5	2	4	0	0	3	1	1	0	15
Derrick Rose	DET	DET vs. SAS	12/01/2019	W	19	10	3	8	1	3	3	3	0	10	2	1	16
Christian Wood	DET	DET vs. SAS	12/01/2019	W	22	28	11	14	2	3	4	4	10	2	1	1	32
Bruce Brown	DET	DET vs. SAS	12/01/2019	W	27	13	5	8	1	2	2	2	7	3	0	0	12
Blake Griffin	DET	DET vs. SAS	12/01/2019	W	22	10	4	12	0	3	2	2	2	6	0	0	4
Andre Drummond	DET	DET vs. SAS	12/01/2019	W	26	9	4	8	0	0	1	4	16	2	1	3	2
Tim Hardaway Jr.	DAL	DAL @ LAL	12/01/2019	W	31	8	3	10	0	7	2	2	2	1	2	0	0
Seth Curry	DAL	DAL @ LAL	12/01/2019	W	16	3	1	5	1	4	0	0	1	0	0	0	12
Maxi Kleber	DAL	DAL @ LAL	12/01/2019	W	22	6	1	4	1	2	3	4	9	2	0	0	4
Luka Doncic	DAL	DAL @ LAL	12/01/2019	W	33	27	10	23	4	10	3	3	9	10	3	0	5
Kristaps Porzingis	DAL	DAL @ LAL	12/01/2019	W	28	15	5	11	3	8	2	4	6	0	1	0	12
Justin Jackson	DAL	DAL @ LAL	12/01/2019	W	15	15	6	10	3	5	0	0	1	0	0	0	5
Jalen Brunson	DAL	DAL @ LAL	12/01/2019	W	11	0	0	3	0	1	0	0	2	2	0	0	5
Dwight Powell	DAL	DAL @ LAL	12/01/2019	W	32	15	6	11	0	1	3	5	9	0	1	0	5
Dorian Finney-Smith	DAL	DAL @ LAL	12/01/2019	W	21	6	2	7	2	5	0	0	5	0	0	1	1
Delon Wright	DAL	DAL @ LAL	12/01/2019	W	28	17	7	12	3	6	0	0	5	9	4	0	16
Boban Marjanovic	DAL	DAL @ LAL	12/01/2019	W	4	2	1	1	0	0	0	0	2	0	0	0	5
Semi Ojeleye	BOS	BOS @ NYK	12/01/2019	W	19	5	2	3	1	2	0	0	3	1	0	0	12
Robert Williams III	BOS	BOS @ NYK	12/01/2019	W	7	3	1	3	0	0	1	1	2	0	0	2	-1
Marcus Smart	BOS	BOS @ NYK	12/01/2019	W	20	0	0	6	0	3	0	0	3	0	0	0	-11
Kemba Walker	BOS	BOS @ NYK	12/01/2019	W	33	16	6	18	3	9	1	2	5	10	1	0	7
Jayson Tatum	BOS	BOS @ NYK	12/01/2019	W	37	30	10	23	5	11	5	6	6	7	2	2	11
Jaylen Brown	BOS	BOS @ NYK	12/01/2019	W	35	28	11	18	4	10	2	4	5	1	1	1	6
Javonte Green	BOS	BOS @ NYK	12/01/2019	W	8	3	1	2	1	2	0	0	2	0	0	0	4
Grant Williams	BOS	BOS @ NYK	12/01/2019	W	22	4	2	5	0	1	0	0	2	1	0	0	17
Enes Kanter	BOS	BOS @ NYK	12/01/2019	W	16	11	4	7	0	0	3	5	11	0	0	1	4
Daniel Theis	BOS	BOS @ NYK	12/01/2019	W	17	2	1	1	0	0	0	0	2	2	0	1	-7
Carsen Edwards	BOS	BOS @ NYK	12/01/2019	W	7	0	0	2	0	1	0	0	1	0	0	0	1
Brad Wanamaker	BOS	BOS @ NYK	12/01/2019	W	18	11	3	5	1	2	4	4	2	3	1	0	2
Theo Pinson	BKN	BKN vs. MIA	12/01/2019	L	14	5	2	4	1	2	0	0	3	1	0	0	-7
Taurean Prince	BKN	BKN vs. MIA	12/01/2019	L	32	9	3	14	2	9	1	2	7	5	1	3	-1
Spencer Dinwiddie	BKN	BKN vs. MIA	12/01/2019	L	34	29	10	21	4	9	5	5	6	4	1	0	4
Joe Harris	BKN	BKN vs. MIA	12/01/2019	L	31	25	9	16	5	9	2	2	4	1	0	0	0
Jarrett Allen	BKN	BKN vs. MIA	12/01/2019	L	24	4	1	3	0	0	2	2	12	2	0	0	-1
Iman Shumpert	BKN	BKN vs. MIA	12/01/2019	L	17	2	1	5	0	1	0	0	0	1	0	1	-3
Garrett Temple	BKN	BKN vs. MIA	12/01/2019	L	34	7	3	12	1	8	0	0	6	5	0	0	-19
Dzanan Musa	BKN	BKN vs. MIA	12/01/2019	L	12	0	0	1	0	0	0	0	0	3	0	0	12
DeAndre Jordan	BKN	BKN vs. MIA	12/01/2019	L	24	15	7	8	0	0	1	3	8	2	1	0	-2
David Nwaba	BKN	BKN vs. MIA	12/01/2019	L	18	10	4	7	1	4	1	2	2	0	0	1	2
Tony Bradley	UTA	UTA @ PHI	12/02/2019	L	1	2	1	1	0	0	0	0	1	0	0	0	4
Rudy Gobert	UTA	UTA @ PHI	12/02/2019	L	36	27	11	15	0	0	5	10	12	2	0	3	-3
Royce O'Neale	UTA	UTA @ PHI	12/02/2019	L	30	4	2	4	0	2	0	0	6	2	0	0	-1
Mike Conley	UTA	UTA @ PHI	12/02/2019	L	23	7	3	9	1	2	0	0	2	6	1	1	-15
Joe Ingles	UTA	UTA @ PHI	12/02/2019	L	31	13	5	10	2	4	1	2	8	8	2	0	8
Jeff Green	UTA	UTA @ PHI	12/02/2019	L	17	6	3	6	0	3	0	0	2	0	0	0	-21
Georges Niang	UTA	UTA @ PHI	12/02/2019	L	12	6	3	3	0	0	0	0	4	1	0	0	12
Emmanuel Mudiay	UTA	UTA @ PHI	12/02/2019	L	5	2	1	2	0	0	0	0	1	0	0	0	3
Ed Davis	UTA	UTA @ PHI	12/02/2019	L	10	0	0	1	0	0	0	0	2	2	0	2	-10
Donovan Mitchell	UTA	UTA @ PHI	12/02/2019	L	36	18	6	19	1	6	5	6	2	1	3	1	-8
Dante Exum	UTA	UTA @ PHI	12/02/2019	L	7	0	0	0	0	0	0	0	0	1	0	1	-8
Bojan Bogdanovic	UTA	UTA @ PHI	12/02/2019	L	33	9	3	11	1	5	2	2	2	0	0	0	-6
Yogi Ferrell	SAC	SAC vs. CHI	12/02/2019	L	20	9	3	5	1	1	2	2	1	4	2	0	4
Trevor Ariza	SAC	SAC vs. CHI	12/02/2019	L	12	2	0	4	0	3	2	2	1	0	1	0	-10
Richaun Holmes	SAC	SAC vs. CHI	12/02/2019	L	33	20	9	12	0	0	2	2	9	1	1	1	-1
Nemanja Bjelica	SAC	SAC vs. CHI	12/02/2019	L	31	18	7	10	2	3	2	2	8	2	1	2	6
Justin James	SAC	SAC vs. CHI	12/02/2019	L	10	0	0	0	0	0	0	0	1	0	0	0	-6
Harrison Barnes	SAC	SAC vs. CHI	12/02/2019	L	36	16	6	16	1	5	3	4	3	1	0	0	-3
Dewayne Dedmon	SAC	SAC vs. CHI	12/02/2019	L	11	2	1	2	0	1	0	0	7	0	1	1	-12
Cory Joseph	SAC	SAC vs. CHI	12/02/2019	L	25	2	1	4	0	2	0	0	4	7	0	1	-5
Buddy Hield	SAC	SAC vs. CHI	12/02/2019	L	39	26	9	21	3	13	5	6	5	4	1	0	-4
Bogdan Bogdanovic	SAC	SAC vs. CHI	12/02/2019	L	22	11	4	9	2	5	1	2	2	3	0	0	-4
Ty Jerome	PHX	PHX @ CHA	12/02/2019	W	12	4	2	4	0	1	0	0	3	4	3	0	-1
Ricky Rubio	PHX	PHX @ CHA	12/02/2019	W	36	9	3	10	0	5	3	4	1	13	4	1	6
Mikal Bridges	PHX	PHX @ CHA	12/02/2019	W	30	12	5	12	1	3	1	2	8	2	2	1	-1
Kelly Oubre Jr.	PHX	PHX @ CHA	12/02/2019	W	38	23	8	17	2	9	5	7	3	0	2	1	11
Jevon Carter	PHX	PHX @ CHA	12/02/2019	W	10	6	2	3	2	3	0	0	0	0	0	0	-3
Frank Kaminsky	PHX	PHX @ CHA	12/02/2019	W	33	12	5	12	0	4	2	5	6	4	0	2	3
Devin Booker	PHX	PHX @ CHA	12/02/2019	W	38	23	7	15	3	10	6	7	4	4	1	1	8
Dario Saric	PHX	PHX @ CHA	12/02/2019	W	32	16	5	11	1	5	5	5	10	2	0	1	6
Cameron Johnson	PHX	PHX @ CHA	12/02/2019	W	11	4	2	4	0	2	0	0	2	1	0	0	-4
Tobias Harris	PHI	PHI vs. UTA	12/02/2019	W	35	26	10	23	1	5	5	6	9	3	1	0	12
Raul Neto	PHI	PHI vs. UTA	12/02/2019	W	14	3	1	7	1	2	0	0	1	1	0	0	-10
Mike Scott	PHI	PHI vs. UTA	12/02/2019	W	16	3	1	4	1	2	0	0	2	0	0	0	0
Matisse Thybulle	PHI	PHI vs. UTA	12/02/2019	W	26	9	3	5	3	3	0	0	1	2	3	0	13
Joel Embiid	PHI	PHI vs. UTA	12/02/2019	W	30	16	5	13	1	2	5	6	11	4	1	1	-1
James Ennis III	PHI	PHI vs. UTA	12/02/2019	W	27	8	2	10	2	6	2	3	5	0	2	0	-1
Furkan Korkmaz	PHI	PHI vs. UTA	12/02/2019	W	24	7	2	6	1	3	2	2	2	0	0	0	0
Ben Simmons	PHI	PHI vs. UTA	12/02/2019	W	34	14	7	11	0	0	0	4	8	9	4	0	19
Al Horford	PHI	PHI vs. UTA	12/02/2019	W	35	17	6	12	3	3	2	2	8	5	1	2	13
Wayne Ellington	NYK	NYK @ MIL	12/02/2019	L	8	0	0	3	0	2	0	0	0	0	0	0	-10
Taj Gibson	NYK	NYK @ MIL	12/02/2019	L	21	7	3	8	1	3	0	2	10	1	0	2	-33
RJ Barrett	NYK	NYK @ MIL	12/02/2019	L	20	2	0	9	0	2	2	2	0	1	0	1	-25
Mitchell Robinson	NYK	NYK @ MIL	12/02/2019	L	23	4	2	5	0	0	0	4	14	1	1	3	-12
Kevin Knox II	NYK	NYK @ MIL	12/02/2019	L	23	5	1	9	0	5	3	4	3	0	0	0	-37
Kadeem Allen	NYK	NYK @ MIL	12/02/2019	L	16	9	3	6	3	4	0	0	0	2	1	0	-5
Julius Randle	NYK	NYK @ MIL	12/02/2019	L	25	19	5	12	0	1	9	11	5	1	1	0	-31
Ignas Brazdeikis	NYK	NYK @ MIL	12/02/2019	L	18	6	2	9	1	5	1	2	3	0	0	0	-8
Dennis Smith Jr.	NYK	NYK @ MIL	12/02/2019	L	26	4	1	7	0	3	2	2	1	3	0	1	-28
Damyean Dotson	NYK	NYK @ MIL	12/02/2019	L	29	15	5	10	2	7	3	4	0	1	1	0	-17
Bobby Portis	NYK	NYK @ MIL	12/02/2019	L	19	7	3	8	1	3	0	0	5	2	0	0	1
Allonzo Trier	NYK	NYK @ MIL	12/02/2019	L	12	10	3	5	2	4	2	2	1	1	0	0	-15
Wesley Matthews	MIL	MIL vs. NYK	12/02/2019	W	20	6	2	7	1	5	1	1	1	1	0	0	27
Thanasis Antetokounmpo	MIL	MIL vs. NYK	12/02/2019	W	12	10	4	6	0	0	2	4	1	3	0	0	6
Robin Lopez	MIL	MIL vs. NYK	12/02/2019	W	23	4	1	5	0	1	2	2	3	0	1	1	23
Pat Connaughton	MIL	MIL vs. NYK	12/02/2019	W	18	5	1	2	0	0	3	6	7	4	0	0	10
Kyle Korver	MIL	MIL vs. NYK	12/02/2019	W	21	6	2	8	2	8	0	0	0	5	1	0	14
Khris Middleton	MIL	MIL vs. NYK	12/02/2019	W	18	16	7	10	2	4	0	0	7	3	1	0	26
Giannis Antetokounmpo	MIL	MIL vs. NYK	12/02/2019	W	22	29	10	14	3	4	6	11	15	3	0	0	25
George Hill	MIL	MIL vs. NYK	12/02/2019	W	16	14	5	8	3	4	1	1	2	4	1	0	13
Ersan Ilyasova	MIL	MIL vs. NYK	12/02/2019	W	14	3	1	3	0	0	1	2	7	1	0	0	14
Eric Bledsoe	MIL	MIL vs. NYK	12/02/2019	W	20	6	2	3	0	0	2	2	6	4	1	1	25
Dragan Bender	MIL	MIL vs. NYK	12/02/2019	W	13	3	1	1	0	0	1	1	1	1	0	1	5
Donte DiVincenzo	MIL	MIL vs. NYK	12/02/2019	W	19	11	4	10	2	5	1	2	2	1	2	1	11
D.J. Wilson	MIL	MIL vs. NYK	12/02/2019	W	24	19	8	9	3	4	0	0	5	0	0	0	21
Tyus Jones	MEM	MEM vs. IND	12/02/2019	L	31	2	1	6	0	1	0	0	3	6	0	1	-13
Solomon Hill	MEM	MEM vs. IND	12/02/2019	L	33	22	9	14	4	6	0	0	6	2	3	0	2
Marko Guduric	MEM	MEM vs. IND	12/02/2019	L	16	3	1	5	1	5	0	0	3	2	0	1	-2
Jaren Jackson Jr.	MEM	MEM vs. IND	12/02/2019	L	34	31	10	19	2	8	9	9	4	2	1	2	-14
Jae Crowder	MEM	MEM vs. IND	12/02/2019	L	30	3	1	9	0	7	1	1	4	1	0	1	-21
Grayson Allen	MEM	MEM vs. IND	12/02/2019	L	27	6	2	6	0	1	2	2	2	3	0	0	-12
Dillon Brooks	MEM	MEM vs. IND	12/02/2019	L	30	19	7	16	2	6	3	4	7	2	1	0	-6
De'Anthony Melton	MEM	MEM vs. IND	12/02/2019	L	25	16	6	10	1	2	3	3	9	4	0	0	0
Bruno Caboclo	MEM	MEM vs. IND	12/02/2019	L	14	2	1	4	0	2	0	0	0	1	0	1	1
T.J. Warren	IND	IND @ MEM	12/02/2019	W	25	14	5	9	4	6	0	0	2	2	1	0	17
T.J. McConnell	IND	IND @ MEM	12/02/2019	W	16	4	2	4	0	0	0	0	2	3	0	0	-5
Myles Turner	IND	IND @ MEM	12/02/2019	W	31	17	5	11	1	5	6	7	6	2	1	1	15
Malcolm Brogdon	IND	IND @ MEM	12/02/2019	W	32	19	7	13	2	5	3	4	6	9	0	0	18
Justin Holiday	IND	IND @ MEM	12/02/2019	W	29	15	5	7	5	6	0	0	3	1	0	0	7
Jeremy Lamb	IND	IND @ MEM	12/02/2019	W	32	15	6	11	1	4	2	2	7	3	2	0	18
Goga Bitadze	IND	IND @ MEM	12/02/2019	W	3	0	0	0	0	0	0	0	0	0	0	0	-15
Doug McDermott	IND	IND @ MEM	12/02/2019	W	20	4	1	4	0	2	2	2	3	1	0	0	1
Domantas Sabonis	IND	IND @ MEM	12/02/2019	W	30	18	9	18	0	1	0	0	14	8	0	0	13
Alize Johnson	IND	IND @ MEM	12/02/2019	W	1	0	0	0	0	0	0	0	0	0	0	0	-3
Aaron Holiday	IND	IND @ MEM	12/02/2019	W	21	11	4	11	3	9	0	0	1	2	0	1	-1
Willie Cauley-Stein	GSW	GSW @ ATL	12/02/2019	L	19	4	2	4	0	0	0	0	4	0	2	2	-8
Omari Spellman	GSW	GSW @ ATL	12/02/2019	L	28	10	4	11	0	4	2	2	9	1	2	1	-27
Marquese Chriss	GSW	GSW @ ATL	12/02/2019	L	20	8	4	11	0	1	0	0	5	1	1	0	-9
Ky Bowman	GSW	GSW @ ATL	12/02/2019	L	37	10	5	10	0	1	0	0	8	3	3	1	-18
Kevon Looney	GSW	GSW @ ATL	12/02/2019	L	15	2	1	3	0	0	0	0	2	0	0	2	-5
Jordan Poole	GSW	GSW @ ATL	12/02/2019	L	20	0	0	5	0	3	0	0	2	2	3	1	-23
Glenn Robinson III	GSW	GSW @ ATL	12/02/2019	L	34	6	3	12	0	1	0	0	4	1	0	1	-10
Eric Paschall	GSW	GSW @ ATL	12/02/2019	L	36	24	9	11	2	2	4	5	9	6	0	0	-17
Alec Burks	GSW	GSW @ ATL	12/02/2019	L	32	15	5	16	1	5	4	5	3	3	0	0	-8
Zach LaVine	CHI	CHI @ SAC	12/02/2019	W	35	28	7	13	5	7	9	11	1	3	1	0	-4
Wendell Carter Jr.	CHI	CHI @ SAC	12/02/2019	W	37	10	4	8	0	1	2	2	10	1	2	0	-3
Tomas Satoransky	CHI	CHI @ SAC	12/02/2019	W	34	14	3	9	0	4	8	8	2	5	1	0	-6
Thaddeus Young	CHI	CHI @ SAC	12/02/2019	W	18	7	3	6	1	2	0	0	3	1	0	0	12
Ryan Arcidiacono	CHI	CHI @ SAC	12/02/2019	W	12	4	1	2	1	2	1	1	0	1	1	0	10
Lauri Markkanen	CHI	CHI @ SAC	12/02/2019	W	30	20	6	12	4	8	4	4	7	1	0	0	-5
Kris Dunn	CHI	CHI @ SAC	12/02/2019	W	30	6	3	8	0	3	0	0	3	4	2	0	-7
Denzel Valentine	CHI	CHI @ SAC	12/02/2019	W	12	6	2	5	2	4	0	0	3	1	2	0	15
Daniel Gafford	CHI	CHI @ SAC	12/02/2019	W	11	7	3	3	0	0	1	3	0	0	0	0	10
Coby White	CHI	CHI @ SAC	12/02/2019	W	21	11	4	9	3	6	0	0	3	3	0	0	13
Terry Rozier	CHA	CHA vs. PHX	12/02/2019	L	34	13	5	9	3	5	0	0	7	3	1	0	-11
P.J. Washington	CHA	CHA vs. PHX	12/02/2019	L	18	11	5	7	0	2	1	2	1	2	0	0	-6
Nicolas Batum	CHA	CHA vs. PHX	12/02/2019	L	11	4	2	2	0	0	0	0	2	0	1	0	-3
Miles Bridges	CHA	CHA vs. PHX	12/02/2019	L	25	7	3	10	1	2	0	2	8	1	0	0	-23
Marvin Williams	CHA	CHA vs. PHX	12/02/2019	L	31	22	5	8	2	3	10	10	5	3	1	2	-1
Malik Monk	CHA	CHA vs. PHX	12/02/2019	L	22	6	2	6	0	2	2	2	3	3	1	1	5
Dwayne Bacon	CHA	CHA vs. PHX	12/02/2019	L	16	6	3	8	0	1	0	0	4	0	0	0	16
Devonte' Graham	CHA	CHA vs. PHX	12/02/2019	L	39	15	5	19	1	10	4	4	4	13	0	0	-1
Cody Zeller	CHA	CHA vs. PHX	12/02/2019	L	18	11	5	7	0	0	1	1	8	1	0	2	1
Bismack Biyombo	CHA	CHA vs. PHX	12/02/2019	L	26	9	3	8	0	0	3	5	11	1	0	2	-2
Vince Carter	ATL	ATL vs. GSW	12/02/2019	W	12	6	2	5	2	5	0	0	2	1	1	1	12
Tyrone Wallace	ATL	ATL vs. GSW	12/02/2019	W	11	0	0	0	0	0	0	0	0	1	1	0	9
Trae Young	ATL	ATL vs. GSW	12/02/2019	W	34	24	10	19	2	6	2	2	1	7	0	0	8
Jabari Parker	ATL	ATL vs. GSW	12/02/2019	W	28	8	4	15	0	4	0	0	5	1	2	1	15
Evan Turner	ATL	ATL vs. GSW	12/02/2019	W	20	8	3	5	0	0	2	2	1	5	1	0	32
DeAndre' Bembry	ATL	ATL vs. GSW	12/02/2019	W	28	5	2	5	1	2	0	0	8	2	3	1	7
De'Andre Hunter	ATL	ATL vs. GSW	12/02/2019	W	32	18	6	14	2	6	4	4	4	1	1	0	3
Damian Jones	ATL	ATL vs. GSW	12/02/2019	W	26	16	6	8	0	0	4	4	8	1	1	0	11
Cam Reddish	ATL	ATL vs. GSW	12/02/2019	W	24	8	3	10	1	5	1	2	4	1	1	1	14
Bruno Fernando	ATL	ATL vs. GSW	12/02/2019	W	7	0	0	1	0	0	0	0	1	1	0	0	3
Brandon Goodwin	ATL	ATL vs. GSW	12/02/2019	W	2	0	0	0	0	0	0	0	0	0	0	0	-1
Alex Len	ATL	ATL vs. GSW	12/02/2019	W	17	11	5	7	0	1	1	1	4	0	2	0	12
Troy Brown Jr.	WAS	WAS vs. ORL	12/03/2019	L	21	5	2	4	0	1	1	2	8	1	2	0	-18
Rui Hachimura	WAS	WAS vs. ORL	12/03/2019	L	39	15	6	12	0	3	3	3	6	4	0	0	6
Jordan McRae	WAS	WAS vs. ORL	12/03/2019	L	26	10	3	7	2	5	2	3	1	4	2	0	-5
Ish Smith	WAS	WAS vs. ORL	12/03/2019	L	14	5	2	5	1	3	0	0	0	1	1	0	-9
Isaiah Thomas	WAS	WAS vs. ORL	12/03/2019	L	34	20	8	14	2	5	2	2	5	7	1	1	2
Isaac Bonga	WAS	WAS vs. ORL	12/03/2019	L	17	2	1	1	0	0	0	0	6	1	1	0	6
Davis Bertans	WAS	WAS vs. ORL	12/03/2019	L	40	21	7	16	4	12	3	3	5	0	1	2	-3
Bradley Beal	WAS	WAS vs. ORL	12/03/2019	L	42	42	16	30	3	6	7	10	6	4	1	0	-15
Admiral Schofield	WAS	WAS vs. ORL	12/03/2019	L	7	0	0	0	0	0	0	0	1	0	0	0	1
Terence Davis	TOR	TOR vs. MIA	12/03/2019	L	15	2	0	3	0	2	2	2	3	1	0	0	12
Serge Ibaka	TOR	TOR vs. MIA	12/03/2019	L	22	13	4	8	2	3	3	4	9	0	0	1	-4
Rondae Hollis-Jefferson	TOR	TOR vs. MIA	12/03/2019	L	17	6	3	4	0	0	0	2	3	1	0	0	-3
Pascal Siakam	TOR	TOR vs. MIA	12/03/2019	L	39	15	5	14	0	2	5	6	12	1	0	0	-15
